	index	max_depth	max_features	mean_score	min_samples_leaf	min_samples_split	n_estimators	run_time
2458	1599.0	30.0	0.9	0.795	40.0	100.0	200.0	110.571
2459	2308.0	100.0	0.1	0.612	40.0	5.0	400.0	109.792
2460	174.0	5.0	0.1	0.491	100.0	40.0	200.0	34.689
2461	333.0	5.0	0.5	0.762	40.0	20.0	200.0	139.09799999999998
2462	1477.0	30.0	0.75	0.8109999999999999	20.0	2.0	400.0	228.108
2463	3229.0	150.0	0.9	0.767	100.0	10.0	400.0	172.25900000000001
2464	527.0	5.0	0.9	0.763	100.0	5.0	800.0	248.30900000000003
2465	81.0	5.0	0.01	0.09300000000000001	100.0	20.0	200.0	6.574
2466	2991.0	150.0	0.5	0.818	10.0	5.0	200.0	100.54899999999999
2467	1791.0	50.0	0.1	0.517	100.0	20.0	200.0	15.834000000000001
2468	1302.0	30.0	0.25	0.769	20.0	10.0	200.0	61.165
2469	2002.0	50.0	0.75	0.8240000000000001	10.0	5.0	400.0	254.985
2470	707.0	15.0	0.1	0.526	100.0	5.0	800.0	62.678000000000004
2471	3068.0	150.0	0.75	0.835	1.0	10.0	800.0	729.13
2472	2366.0	100.0	0.25	0.7959999999999999	10.0	10.0	800.0	233.18
2473	947.0	15.0	0.75	0.8109999999999999	20.0	20.0	800.0	722.813
2474	3215.0	150.0	0.9	0.797	40.0	20.0	800.0	595.57
2475	2904.0	150.0	0.25	0.795	10.0	10.0	200.0	47.68600000000001
2476	1919.0	50.0	0.5	0.8190000000000001	10.0	20.0	800.0	280.936
2477	109.0	5.0	0.1	0.544	10.0	2.0	400.0	69.876
2478	507.0	5.0	0.9	0.7829999999999999	40.0	5.0	200.0	102.75299999999999
2479	1091.0	30.0	0.01	0.45	1.0	20.0	800.0	55.59
2480	1699.0	50.0	0.01	0.11599999999999999	100.0	10.0	400.0	6.332000000000001
2481	1937.0	50.0	0.5	0.802	20.0	20.0	800.0	331.14099999999996
2482	454.0	5.0	0.9	0.7859999999999999	1.0	5.0	400.0	228.99
2483	2330.0	100.0	0.1	0.525	100.0	10.0	800.0	122.816
2484	644.0	15.0	0.1	0.727	1.0	40.0	800.0	268.375
2485	719.0	15.0	0.1	0.517	100.0	100.0	800.0	50.138000000000005
2486	2322.0	100.0	0.1	0.523	100.0	2.0	200.0	16.613
2487	2851.0	150.0	0.1	0.611	40.0	10.0	400.0	77.414
2488	2435.0	100.0	0.5	0.833	1.0	5.0	800.0	556.144
2489	1581.0	30.0	0.9	0.804	20.0	100.0	200.0	116.992
2490	3080.0	150.0	0.75	0.8240000000000001	10.0	2.0	800.0	526.803
2491	786.0	15.0	0.25	0.735	40.0	40.0	200.0	36.631
2492	1470.0	30.0	0.75	0.82	10.0	40.0	200.0	127.762
2493	1463.0	30.0	0.75	0.823	10.0	5.0	800.0	598.044
2494	3166.0	150.0	0.9	0.816	1.0	100.0	400.0	257.02299999999997
2495	1561.0	30.0	0.9	0.821	10.0	40.0	400.0	280.452
2496	528.0	5.0	0.9	0.763	100.0	10.0	200.0	58.427
2497	862.0	15.0	0.5	0.7909999999999999	20.0	100.0	400.0	290.374
2498	471.0	5.0	0.9	0.7859999999999999	10.0	5.0	200.0	217.63
2499	652.0	15.0	0.1	0.708	10.0	5.0	400.0	112.667
2500	2260.0	100.0	0.1	0.758	1.0	20.0	400.0	66.917
2501	2347.0	100.0	0.25	0.821	1.0	10.0	400.0	145.003
2502	1889.0	50.0	0.25	0.6729999999999999	100.0	100.0	800.0	143.56
2503	1604.0	30.0	0.9	0.767	100.0	2.0	800.0	355.18800000000005
2504	3111.0	150.0	0.75	0.8009999999999999	20.0	100.0	200.0	108.382
2505	1712.0	50.0	0.1	0.778	1.0	2.0	800.0	351.809
2506	3044.0	150.0	0.5	0.745	100.0	2.0	800.0	205.334
2507	278.0	5.0	0.5	0.7759999999999999	1.0	10.0	800.0	519.9209999999999
2508	2463.0	100.0	0.5	0.8	10.0	100.0	200.0	161.839
2509	3156.0	150.0	0.9	0.833	1.0	10.0	200.0	208.68900000000002
2510	2844.0	150.0	0.1	0.615	40.0	2.0	200.0	22.014
2511	1839.0	50.0	0.25	0.768	20.0	5.0	200.0	48.358999999999995
2512	1176.0	30.0	0.1	0.7659999999999999	1.0	10.0	200.0	41.137
2513	1146.0	30.0	0.01	0.20800000000000002	40.0	40.0	200.0	5.643
2514	2916.0	150.0	0.25	0.769	20.0	2.0	200.0	42.265
2515	2369.0	100.0	0.25	0.795	10.0	20.0	800.0	233.253
2516	1068.0	15.0	0.9	0.767	100.0	10.0	200.0	99.75299999999999
2517	2190.0	100.0	0.01	0.33299999999999996	10.0	40.0	200.0	7.187
2518	3158.0	150.0	0.9	0.8340000000000001	1.0	10.0	800.0	891.0039999999999
2519	2707.0	150.0	0.01	0.494	1.0	10.0	400.0	32.037
2520	1122.0	30.0	0.01	0.276	20.0	10.0	200.0	7.082999999999999
2521	441.0	5.0	0.75	0.759	100.0	20.0	200.0	59.622
2522	596.0	15.0	0.01	0.203	40.0	2.0	800.0	16.137999999999998
2523	1283.0	30.0	0.25	0.7959999999999999	10.0	5.0	800.0	229.58900000000003
2524	1474.0	30.0	0.75	0.81	10.0	100.0	400.0	445.075
2525	1215.0	30.0	0.1	0.665	20.0	20.0	200.0	48.622
2526	2935.0	150.0	0.25	0.735	40.0	2.0	400.0	98.18799999999999
2527	2978.0	150.0	0.5	0.8320000000000001	1.0	10.0	800.0	689.245
2528	3035.0	150.0	0.5	0.7809999999999999	40.0	20.0	800.0	271.73400000000004
2529	905.0	15.0	0.75	0.8290000000000001	1.0	5.0	800.0	636.553
2530	1652.0	50.0	0.01	0.33899999999999997	10.0	40.0	800.0	30.208000000000002
2531	823.0	15.0	0.5	0.8190000000000001	1.0	40.0	400.0	276.704
2532	2385.0	100.0	0.25	0.767	20.0	20.0	200.0	73.131
2533	1348.0	30.0	0.25	0.6709999999999999	100.0	100.0	400.0	173.583
2534	1710.0	50.0	0.1	0.774	1.0	2.0	200.0	58.041000000000004
2535	1436.0	30.0	0.5	0.745	100.0	40.0	800.0	241.958
2536	1973.0	50.0	0.5	0.743	100.0	20.0	800.0	240.813
2537	813.0	15.0	0.5	0.8270000000000001	1.0	5.0	200.0	111.25
2538	767.0	15.0	0.25	0.77	20.0	20.0	800.0	181.407
2539	2925.0	150.0	0.25	0.77	20.0	20.0	200.0	71.502
2540	731.0	15.0	0.25	0.812	1.0	20.0	800.0	176.90599999999998
2541	197.0	5.0	0.25	0.705	1.0	100.0	800.0	327.248
2542	2732.0	150.0	0.01	0.33399999999999996	10.0	40.0	800.0	59.896
2543	1476.0	30.0	0.75	0.812	20.0	2.0	200.0	117.645
2544	1036.0	15.0	0.9	0.812	20.0	20.0	400.0	256.846
2545	1093.0	30.0	0.01	0.435	1.0	40.0	400.0	23.19
2546	324.0	5.0	0.5	0.763	40.0	2.0	200.0	70.27199999999999
2547	1569.0	30.0	0.9	0.813	20.0	5.0	200.0	132.789
2548	1194.0	30.0	0.1	0.715	10.0	10.0	200.0	25.176
2549	1536.0	30.0	0.9	0.833	1.0	10.0	200.0	213.149
2550	1671.0	50.0	0.01	0.27899999999999997	20.0	100.0	200.0	11.729000000000001
2551	654.0	15.0	0.1	0.7090000000000001	10.0	10.0	200.0	39.224000000000004
2552	3192.0	150.0	0.9	0.812	20.0	10.0	200.0	128.938
2553	1670.0	50.0	0.01	0.27899999999999997	20.0	40.0	800.0	46.905
2554	383.0	5.0	0.75	0.785	10.0	5.0	800.0	400.89
2555	2052.0	50.0	0.75	0.764	100.0	2.0	200.0	95.62899999999999
2556	2004.0	50.0	0.75	0.823	10.0	10.0	200.0	143.452
2557	3219.0	150.0	0.9	0.795	40.0	100.0	200.0	137.388
2558	294.0	5.0	0.5	0.774	10.0	10.0	200.0	121.811
2559	1759.0	50.0	0.1	0.6659999999999999	20.0	40.0	400.0	45.76
2560	3019.0	150.0	0.5	0.804	20.0	40.0	400.0	169.855
2561	2502.0	100.0	0.5	0.7440000000000001	100.0	2.0	200.0	94.82700000000001
2562	1832.0	50.0	0.25	0.789	10.0	40.0	800.0	399.29699999999997
2563	2793.0	150.0	0.1	0.773	1.0	5.0	200.0	44.961999999999996
2564	1217.0	30.0	0.1	0.6659999999999999	20.0	20.0	800.0	223.639
2565	2543.0	100.0	0.75	0.8240000000000001	10.0	5.0	800.0	1022.091
2566	797.0	15.0	0.25	0.67	100.0	5.0	800.0	306.251
2567	2125.0	50.0	0.9	0.797	40.0	2.0	400.0	361.63300000000004
2568	2588.0	100.0	0.75	0.794	40.0	40.0	800.0	639.125
2569	2535.0	100.0	0.75	0.8140000000000001	1.0	100.0	200.0	121.806
2570	856.0	15.0	0.5	0.802	20.0	20.0	400.0	151.025
2571	694.0	15.0	0.1	0.609	40.0	20.0	400.0	35.586
2572	557.0	15.0	0.01	0.316	1.0	100.0	800.0	22.281
2573	1083.0	30.0	0.01	0.455	1.0	5.0	200.0	13.790999999999999
2574	408.0	5.0	0.75	0.784	20.0	40.0	200.0	129.556
2575	2720.0	150.0	0.01	0.336	10.0	2.0	800.0	36.225
2576	1921.0	50.0	0.5	0.8140000000000001	10.0	40.0	400.0	183.262
2577	924.0	15.0	0.75	0.821	10.0	10.0	200.0	115.993
2578	2779.0	150.0	0.01	0.113	100.0	10.0	400.0	6.747000000000001
2579	2635.0	100.0	0.9	0.8240000000000001	10.0	10.0	400.0	484.779
2580	437.0	5.0	0.75	0.759	100.0	5.0	800.0	477.995
2581	821.0	15.0	0.5	0.825	1.0	20.0	800.0	465.144
2582	810.0	15.0	0.5	0.8270000000000001	1.0	2.0	200.0	177.872
2583	3073.0	150.0	0.75	0.8270000000000001	1.0	40.0	400.0	508.55800000000005
2584	2305.0	100.0	0.1	0.609	40.0	2.0	400.0	40.647
2585	2547.0	100.0	0.75	0.823	10.0	20.0	200.0	134.416
2586	317.0	5.0	0.5	0.7709999999999999	20.0	20.0	800.0	508.398
2587	3048.0	150.0	0.5	0.742	100.0	10.0	200.0	47.943999999999996
2588	1738.0	50.0	0.1	0.711	10.0	20.0	400.0	50.318999999999996
2589	183.0	5.0	0.25	0.7120000000000001	1.0	5.0	200.0	59.317
2590	3002.0	150.0	0.5	0.8140000000000001	10.0	40.0	800.0	853.654
2591	1727.0	50.0	0.1	0.696	1.0	100.0	800.0	108.932
2592	2632.0	100.0	0.9	0.8240000000000001	10.0	5.0	400.0	304.738
2593	3119.0	150.0	0.75	0.794	40.0	5.0	800.0	532.226
2594	851.0	15.0	0.5	0.802	20.0	5.0	800.0	326.203
2595	1342.0	30.0	0.25	0.675	100.0	20.0	400.0	147.688
2596	1225.0	30.0	0.1	0.609	40.0	2.0	400.0	42.33
2597	3.0	5.0	0.01	0.14	1.0	5.0	200.0	7.774
2598	1239.0	30.0	0.1	0.617	40.0	100.0	200.0	19.652
2599	66.0	5.0	0.01	0.124	40.0	40.0	200.0	6.803
2600	1871.0	50.0	0.25	0.731	40.0	100.0	800.0	171.572
2601	2521.0	100.0	0.75	0.835	1.0	2.0	400.0	859.9860000000001
2602	2446.0	100.0	0.5	0.8059999999999999	1.0	100.0	400.0	454.148
2603	1116.0	30.0	0.01	0.27399999999999997	20.0	2.0	200.0	6.97
2604	1319.0	30.0	0.25	0.7340000000000001	40.0	5.0	800.0	158.643
2605	445.0	5.0	0.75	0.76	100.0	40.0	400.0	258.276
2606	1655.0	50.0	0.01	0.33299999999999996	10.0	100.0	800.0	27.95
2607	1092.0	30.0	0.01	0.424	1.0	40.0	200.0	26.344
2608	769.0	15.0	0.25	0.769	20.0	40.0	400.0	78.521
2609	948.0	15.0	0.75	0.81	20.0	40.0	200.0	114.734
2610	510.0	5.0	0.9	0.782	40.0	10.0	200.0	64.335
2611	1586.0	30.0	0.9	0.797	40.0	2.0	800.0	866.0210000000001
2612	1714.0	50.0	0.1	0.774	1.0	5.0	400.0	99.917
2613	1492.0	30.0	0.75	0.802	20.0	100.0	400.0	212.35
2614	1782.0	50.0	0.1	0.518	100.0	2.0	200.0	41.169
2615	2464.0	100.0	0.5	0.8	10.0	100.0	400.0	218.454
2616	2986.0	150.0	0.5	0.8059999999999999	1.0	100.0	400.0	181.611
2617	2324.0	100.0	0.1	0.524	100.0	2.0	800.0	177.102
2618	562.0	15.0	0.01	0.28800000000000003	10.0	5.0	400.0	10.997
2619	3034.0	150.0	0.5	0.7809999999999999	40.0	20.0	400.0	139.703
2620	1429.0	30.0	0.5	0.7440000000000001	100.0	10.0	400.0	186.74099999999999
2621	189.0	5.0	0.25	0.7140000000000001	1.0	20.0	200.0	82.98899999999999
2622	3078.0	150.0	0.75	0.823	10.0	2.0	200.0	119.249
2623	1007.0	15.0	0.9	0.812	1.0	100.0	800.0	478.019
2624	2209.0	100.0	0.01	0.267	20.0	40.0	400.0	12.512
2625	3140.0	150.0	0.75	0.763	100.0	10.0	800.0	290.995
2626	489.0	5.0	0.9	0.785	20.0	5.0	200.0	141.668
2627	2252.0	100.0	0.1	0.7759999999999999	1.0	2.0	800.0	226.963
2628	2201.0	100.0	0.01	0.27699999999999997	20.0	5.0	800.0	29.158
2629	949.0	15.0	0.75	0.8109999999999999	20.0	40.0	400.0	229.334
2630	2217.0	100.0	0.01	0.209	40.0	5.0	200.0	5.399
2631	2933.0	150.0	0.25	0.753	20.0	100.0	800.0	171.623
2632	1317.0	30.0	0.25	0.735	40.0	5.0	200.0	103.48299999999999
2633	279.0	5.0	0.5	0.775	1.0	20.0	200.0	172.19
2634	459.0	5.0	0.9	0.7859999999999999	1.0	20.0	200.0	69.723
2635	629.0	15.0	0.01	0.111	100.0	100.0	800.0	11.469000000000001
2636	326.0	5.0	0.5	0.763	40.0	2.0	800.0	350.079
2637	1668.0	50.0	0.01	0.26899999999999996	20.0	40.0	200.0	6.45
2638	972.0	15.0	0.75	0.763	100.0	2.0	200.0	80.438
2639	167.0	5.0	0.1	0.493	100.0	5.0	800.0	140.018
2640	2900.0	150.0	0.25	0.794	10.0	2.0	800.0	321.42900000000003
2641	3154.0	150.0	0.9	0.8340000000000001	1.0	5.0	400.0	473.38800000000003
2642	1658.0	50.0	0.01	0.28	20.0	2.0	800.0	23.255
2643	343.0	5.0	0.5	0.7390000000000001	100.0	2.0	400.0	181.782
2644	1560.0	30.0	0.9	0.821	10.0	40.0	200.0	301.819
2645	173.0	5.0	0.1	0.494	100.0	20.0	800.0	107.088
2646	523.0	5.0	0.9	0.763	100.0	2.0	400.0	119.184
2647	2927.0	150.0	0.25	0.77	20.0	20.0	800.0	177.918
2648	480.0	5.0	0.9	0.7859999999999999	10.0	40.0	200.0	68.717
2649	1778.0	50.0	0.1	0.611	40.0	40.0	800.0	72.768
2650	400.0	5.0	0.75	0.784	20.0	5.0	400.0	232.49900000000002
2651	1040.0	15.0	0.9	0.812	20.0	40.0	800.0	477.685
2652	2650.0	100.0	0.9	0.813	20.0	5.0	400.0	268.73
2653	2315.0	100.0	0.1	0.612	40.0	20.0	800.0	67.204
2654	1582.0	30.0	0.9	0.805	20.0	100.0	400.0	239.795
2655	2954.0	150.0	0.25	0.67	100.0	2.0	800.0	362.103
2656	397.0	5.0	0.75	0.784	20.0	2.0	400.0	272.173
2657	168.0	5.0	0.1	0.493	100.0	10.0	200.0	27.98
2658	1813.0	50.0	0.25	0.805	1.0	40.0	400.0	120.455
2659	2244.0	100.0	0.01	0.12	100.0	40.0	200.0	3.068
2660	1679.0	50.0	0.01	0.20800000000000002	40.0	5.0	800.0	22.715
2661	2999.0	150.0	0.5	0.818	10.0	20.0	800.0	732.935
2662	177.0	5.0	0.1	0.495	100.0	100.0	200.0	25.601999999999997
2663	1879.0	50.0	0.25	0.675	100.0	10.0	400.0	74.223
2664	1911.0	50.0	0.5	0.818	10.0	5.0	200.0	96.064
2665	1354.0	30.0	0.5	0.8320000000000001	1.0	5.0	400.0	271.714
2666	1199.0	30.0	0.1	0.71	10.0	20.0	800.0	116.415
2667	3226.0	150.0	0.9	0.767	100.0	5.0	400.0	194.141
2668	3013.0	150.0	0.5	0.8029999999999999	20.0	10.0	400.0	330.38699999999994
2669	1073.0	15.0	0.9	0.767	100.0	20.0	800.0	524.544
2670	1046.0	15.0	0.9	0.7979999999999999	40.0	2.0	800.0	407.221
2671	3148.0	150.0	0.75	0.762	100.0	100.0	400.0	170.773
2672	2862.0	150.0	0.1	0.529	100.0	2.0	200.0	28.829
2673	346.0	5.0	0.5	0.74	100.0	5.0	400.0	133.753
2674	1923.0	50.0	0.5	0.8	10.0	100.0	200.0	183.729
2675	968.0	15.0	0.75	0.794	40.0	40.0	800.0	375.29699999999997
2676	365.0	5.0	0.75	0.7859999999999999	1.0	5.0	800.0	812.097
2677	816.0	15.0	0.5	0.8270000000000001	1.0	10.0	200.0	199.825
2678	21.0	5.0	0.01	0.145	10.0	5.0	200.0	6.271
2679	1003.0	15.0	0.9	0.8220000000000001	1.0	40.0	400.0	281.158
2680	842.0	15.0	0.5	0.813	10.0	40.0	800.0	484.915
2681	1533.0	30.0	0.9	0.8340000000000001	1.0	5.0	200.0	239.77599999999998
2682	2975.0	150.0	0.5	0.833	1.0	5.0	800.0	524.891
2683	1090.0	30.0	0.01	0.447	1.0	20.0	400.0	30.62
2684	935.0	15.0	0.75	0.8079999999999999	10.0	100.0	800.0	610.658
2685	1290.0	30.0	0.25	0.7879999999999999	10.0	40.0	200.0	112.755
2686	1736.0	50.0	0.1	0.711	10.0	10.0	800.0	136.105
2687	1947.0	50.0	0.5	0.78	40.0	5.0	200.0	87.052
2688	282.0	5.0	0.5	0.775	1.0	40.0	200.0	126.635
2689	1856.0	50.0	0.25	0.7340000000000001	40.0	2.0	800.0	250.38299999999998
2690	1998.0	50.0	0.75	0.823	10.0	2.0	200.0	307.649
2691	2452.0	100.0	0.5	0.8190000000000001	10.0	5.0	400.0	184.21599999999998
2692	2401.0	100.0	0.25	0.735	40.0	10.0	400.0	89.764
2693	155.0	5.0	0.1	0.527	40.0	20.0	800.0	216.641
2694	1622.0	50.0	0.01	0.513	1.0	2.0	800.0	96.62100000000001
2695	1598.0	30.0	0.9	0.7979999999999999	40.0	40.0	800.0	464.655
2696	249.0	5.0	0.25	0.6890000000000001	40.0	100.0	200.0	42.078
2697	2425.0	100.0	0.25	0.6709999999999999	100.0	40.0	400.0	68.137
2698	280.0	5.0	0.5	0.7759999999999999	1.0	20.0	400.0	226.104
2699	661.0	15.0	0.1	0.7	10.0	40.0	400.0	40.972
2700	2238.0	100.0	0.01	0.109	100.0	10.0	200.0	3.1319999999999997
2701	3092.0	150.0	0.75	0.82	10.0	40.0	800.0	478.296
2702	2656.0	100.0	0.9	0.813	20.0	20.0	400.0	244.84599999999998
2703	85.0	5.0	0.01	0.094	100.0	40.0	400.0	10.584000000000001
2704	110.0	5.0	0.1	0.5429999999999999	10.0	2.0	800.0	113.11399999999999
2705	53.0	5.0	0.01	0.139	20.0	100.0	800.0	24.537
2706	140.0	5.0	0.1	0.534	20.0	40.0	800.0	78.619
2707	1383.0	30.0	0.5	0.8	10.0	100.0	200.0	82.34299999999999
2708	1681.0	50.0	0.01	0.205	40.0	10.0	400.0	10.221
2709	2249.0	100.0	0.01	0.111	100.0	100.0	800.0	13.355
2710	1340.0	30.0	0.25	0.672	100.0	10.0	800.0	140.931
2711	1174.0	30.0	0.1	0.7709999999999999	1.0	5.0	400.0	96.156
2712	3132.0	150.0	0.75	0.764	100.0	2.0	200.0	131.471
2713	539.0	5.0	0.9	0.763	100.0	100.0	800.0	270.256
2714	2381.0	100.0	0.25	0.769	20.0	5.0	800.0	182.62099999999998
2715	2284.0	100.0	0.1	0.6729999999999999	10.0	100.0	400.0	40.559
2716	3076.0	150.0	0.75	0.8140000000000001	1.0	100.0	400.0	256.144
2717	748.0	15.0	0.25	0.795	10.0	20.0	400.0	88.34700000000001
2718	2176.0	100.0	0.01	0.415	1.0	100.0	400.0	18.537
2719	2023.0	50.0	0.75	0.8109999999999999	20.0	10.0	400.0	213.304
2720	1958.0	50.0	0.5	0.782	40.0	40.0	800.0	305.408
2721	680.0	15.0	0.1	0.6629999999999999	20.0	40.0	800.0	87.814
2722	2807.0	150.0	0.1	0.693	1.0	100.0	800.0	89.443
2723	1163.0	30.0	0.01	0.114	100.0	20.0	800.0	13.195
2724	275.0	5.0	0.5	0.7759999999999999	1.0	5.0	800.0	324.814
2725	517.0	5.0	0.9	0.782	40.0	40.0	400.0	126.697
2726	44.0	5.0	0.01	0.139	20.0	10.0	800.0	21.275
2727	2874.0	150.0	0.1	0.524	100.0	40.0	200.0	16.823
2728	2428.0	100.0	0.25	0.674	100.0	100.0	400.0	122.447
2729	2956.0	150.0	0.25	0.6679999999999999	100.0	5.0	400.0	61.922
2730	313.0	5.0	0.5	0.772	20.0	10.0	400.0	126.417
2731	2922.0	150.0	0.25	0.7709999999999999	20.0	10.0	200.0	48.19
2732	122.0	5.0	0.1	0.5379999999999999	10.0	40.0	800.0	150.822
2733	1313.0	30.0	0.25	0.753	20.0	100.0	800.0	375.913
2734	2948.0	150.0	0.25	0.736	40.0	40.0	800.0	225.30700000000002
2735	148.0	5.0	0.1	0.524	40.0	5.0	400.0	18.683
2736	353.0	5.0	0.5	0.7390000000000001	100.0	20.0	800.0	272.262
2737	1027.0	15.0	0.9	0.812	20.0	2.0	400.0	242.65900000000002
2738	2653.0	100.0	0.9	0.813	20.0	10.0	400.0	352.29400000000004
2739	3098.0	150.0	0.75	0.8109999999999999	20.0	2.0	800.0	469.94699999999995
2740	464.0	5.0	0.9	0.7859999999999999	1.0	40.0	800.0	1090.64
2741	1473.0	30.0	0.75	0.809	10.0	100.0	200.0	112.428
2742	657.0	15.0	0.1	0.7120000000000001	10.0	20.0	200.0	35.544000000000004
2743	631.0	15.0	0.1	0.757	1.0	2.0	400.0	75.697
2744	142.0	5.0	0.1	0.532	20.0	100.0	400.0	19.016
2745	2321.0	100.0	0.1	0.611	40.0	100.0	800.0	83.354
2746	2990.0	150.0	0.5	0.8190000000000001	10.0	2.0	800.0	440.736
2747	983.0	15.0	0.75	0.763	100.0	20.0	800.0	341.452
2748	2494.0	100.0	0.5	0.78	40.0	20.0	400.0	310.275
2749	1008.0	15.0	0.9	0.821	10.0	2.0	200.0	149.991
2750	2420.0	100.0	0.25	0.672	100.0	10.0	800.0	129.155
2751	2716.0	150.0	0.01	0.415	1.0	100.0	400.0	19.268
2752	1086.0	30.0	0.01	0.452	1.0	10.0	200.0	12.626
2753	799.0	15.0	0.25	0.672	100.0	10.0	400.0	62.461999999999996
2754	214.0	5.0	0.25	0.7040000000000001	10.0	100.0	400.0	87.54700000000001
2755	2212.0	100.0	0.01	0.276	20.0	100.0	400.0	14.455
2756	203.0	5.0	0.25	0.713	10.0	5.0	800.0	267.905
2757	2164.0	100.0	0.01	0.502	1.0	5.0	400.0	22.329
2758	1255.0	30.0	0.1	0.523	100.0	40.0	400.0	31.357
2759	1592.0	30.0	0.9	0.7979999999999999	40.0	10.0	800.0	464.644
2760	544.0	15.0	0.01	0.33899999999999997	1.0	5.0	400.0	12.638
2761	2317.0	100.0	0.1	0.611	40.0	40.0	400.0	44.306000000000004
2762	1183.0	30.0	0.1	0.7390000000000001	1.0	40.0	400.0	58.003
2763	387.0	5.0	0.75	0.785	10.0	20.0	200.0	57.841
2764	2541.0	100.0	0.75	0.823	10.0	5.0	200.0	127.49
2765	1659.0	50.0	0.01	0.271	20.0	5.0	200.0	6.284
2766	3239.0	150.0	0.9	0.767	100.0	100.0	800.0	348.043
2767	1997.0	50.0	0.75	0.8140000000000001	1.0	100.0	800.0	457.481
2768	3069.0	150.0	0.75	0.831	1.0	20.0	200.0	155.382
2769	2400.0	100.0	0.25	0.7340000000000001	40.0	10.0	200.0	35.208
2770	416.0	5.0	0.75	0.779	40.0	2.0	800.0	632.205
2771	2489.0	100.0	0.5	0.7809999999999999	40.0	5.0	800.0	277.388
2772	1896.0	50.0	0.5	0.8320000000000001	1.0	10.0	200.0	135.822
2773	2199.0	100.0	0.01	0.268	20.0	5.0	200.0	6.4110000000000005
2774	87.0	5.0	0.01	0.08900000000000001	100.0	100.0	200.0	2.205
2775	778.0	15.0	0.25	0.732	40.0	5.0	400.0	68.05199999999999
2776	1931.0	50.0	0.5	0.804	20.0	5.0	800.0	321.47900000000004
2777	2180.0	100.0	0.01	0.33799999999999997	10.0	2.0	800.0	46.94
2778	3206.0	150.0	0.9	0.7979999999999999	40.0	2.0	800.0	904.4839999999999
2779	2522.0	100.0	0.75	0.835	1.0	2.0	800.0	860.4760000000001
2780	1571.0	30.0	0.9	0.813	20.0	5.0	800.0	499.657
2781	1481.0	30.0	0.75	0.8109999999999999	20.0	5.0	800.0	448.26800000000003
2782	806.0	15.0	0.25	0.6709999999999999	100.0	40.0	800.0	148.963
2783	1446.0	30.0	0.75	0.8340000000000001	1.0	10.0	200.0	174.572
2784	49.0	5.0	0.01	0.136	20.0	40.0	400.0	12.668
2785	3116.0	150.0	0.75	0.794	40.0	2.0	800.0	498.212
2786	1502.0	30.0	0.75	0.794	40.0	10.0	800.0	383.18300000000005
2787	857.0	15.0	0.5	0.802	20.0	20.0	800.0	327.584
2788	1796.0	50.0	0.1	0.52	100.0	40.0	800.0	58.626999999999995
2789	1405.0	30.0	0.5	0.7809999999999999	40.0	2.0	400.0	259.529
2790	922.0	15.0	0.75	0.821	10.0	5.0	400.0	791.005
2791	202.0	5.0	0.25	0.7120000000000001	10.0	5.0	400.0	171.614
2792	2334.0	100.0	0.1	0.523	100.0	40.0	200.0	17.954
2793	2020.0	50.0	0.75	0.8109999999999999	20.0	5.0	400.0	228.77599999999998
2794	708.0	15.0	0.1	0.526	100.0	10.0	200.0	13.799000000000001
2795	46.0	5.0	0.01	0.138	20.0	20.0	400.0	14.472000000000001
2796	525.0	5.0	0.9	0.763	100.0	5.0	200.0	57.68
2797	1412.0	30.0	0.5	0.782	40.0	10.0	800.0	291.036
2798	2523.0	100.0	0.75	0.8340000000000001	1.0	5.0	200.0	205.83700000000002
2799	1618.0	30.0	0.9	0.767	100.0	100.0	400.0	188.7
2800	2847.0	150.0	0.1	0.619	40.0	5.0	200.0	49.031000000000006
2801	1139.0	30.0	0.01	0.205	40.0	5.0	800.0	19.002
2802	3038.0	150.0	0.5	0.7809999999999999	40.0	40.0	800.0	282.608
2803	3135.0	150.0	0.75	0.763	100.0	5.0	200.0	87.53299999999999
2804	2416.0	100.0	0.25	0.672	100.0	5.0	400.0	133.33
2805	1022.0	15.0	0.9	0.8190000000000001	10.0	40.0	800.0	1071.45
2806	2786.0	150.0	0.01	0.11900000000000001	100.0	40.0	800.0	14.177999999999999
2807	917.0	15.0	0.75	0.81	1.0	100.0	800.0	428.01599999999996
2808	2909.0	150.0	0.25	0.794	10.0	20.0	800.0	215.019
2809	1942.0	50.0	0.5	0.7909999999999999	20.0	100.0	400.0	158.33700000000002
2810	1915.0	50.0	0.5	0.818	10.0	10.0	400.0	197.115
2811	690.0	15.0	0.1	0.61	40.0	10.0	200.0	22.953000000000003
2812	1757.0	50.0	0.1	0.667	20.0	20.0	800.0	102.00299999999999
2813	1308.0	30.0	0.25	0.7709999999999999	20.0	40.0	200.0	46.494
2814	2292.0	100.0	0.1	0.665	20.0	10.0	200.0	38.574
2815	3137.0	150.0	0.75	0.763	100.0	5.0	800.0	770.9780000000001
2816	1288.0	30.0	0.25	0.795	10.0	20.0	400.0	101.161
2817	2670.0	100.0	0.9	0.797	40.0	10.0	200.0	109.79899999999999
2818	2297.0	100.0	0.1	0.667	20.0	20.0	800.0	94.97399999999999
2819	1683.0	50.0	0.01	0.207	40.0	20.0	200.0	4.9910000000000005
2820	3009.0	150.0	0.5	0.8029999999999999	20.0	5.0	200.0	85.42
2821	817.0	15.0	0.5	0.8270000000000001	1.0	10.0	400.0	201.335
